# m4 [GeV]	90%CL CNH/Lambda^2 [GeV^-2] from Upsilon decay. Assuming Majorana neutrinos.
0.0069418464860790076	0.00011244904129430982
0.007016973985999435	0.00011244904524746034
0.00709291454642986	0.0001124490492866394
0.007169676966643425	0.00011244905341371924
0.007247270141142626	0.00011244905763061268
0.007325703060689878	0.00011244906193927431
0.007404984813349309	0.00011244906634170117
0.007485124585539783	0.00011244907083993382
0.007566131663099367	0.00011244907543605717
0.007648015432361241	0.00011244908013220154
0.0077307853812413245	0.0001124490849305436
0.007814451100337643	0.00011244908983330741
0.007899022284041591	0.0001124490948427654
0.007984508731661235	0.00011244909996123946
0.00807092034855674	0.000112449105191102
0.008158267147288163	0.0001124491105347771
0.008246559248775544	0.00011244911599474157
0.008335806883471674	0.00011244912157352607
0.008426020392547468	0.00011244912727371645
0.00851721022909025	0.00011244913309795476
0.0086093869593149	0.0001124491390489405
0.008702561263788204	0.00011244914512943203
0.008796743938666406	0.00011244915134224765
0.008891945896946163	0.000112449157690267
0.00898817816972904	0.00011244916417643247
0.00908545190749971	0.00011244917080375038
0.00918377838141793	0.00011244917757529257
0.009283168984624559	0.00011244918449419762
0.00938363523356167	0.00011244919156367252
0.009485188769307016	0.00011244919878699398
0.009587841358922817	0.00011244920616751007
0.009691604896819259	0.0001124492137086417
0.0097964914061327	0.00011244922141388421
0.00990251304011879	0.00011244922928680904
0.010009682083560678	0.00011244923733106534
0.01011801095419247	0.00011244924555038164
0.010227512204138044	0.0001124492539485677
0.010338198521365517	0.00011244926252951608
0.010450082731157356	0.00011244927129720416
0.010563177797596508	0.00011244928025569579
0.010677496825068496	0.00011244928940914333
0.010793053059779867	0.00011244929876178946
0.010909859891293047	0.00011244930831796918
0.011027930854077755	0.00011244931808211191
0.01114727962907928	0.00011244932805874339
0.011267920045303704	0.00011244933825248789
0.01138986608142025	0.00011244934866807028
0.011513131867381026	0.00011244935931031828
0.011637731686058245	0.0001124493701841647
0.0117636799748992	0.00011244938129464967
0.01189099132759916	0.00011244939264692303
0.012019680495792297	0.00011244940424624666
0.012149762390761031	0.00011244941609799695
0.012281252085163749	0.00011244942820766737
0.012414164814781312	0.0001124494405808709
0.012548515980282445	0.00011244945322334262
0.012684321149008186	0.00011244946614094254
0.012821596056775702	0.00011244947933965806
0.01296035660970162	0.000112449492825607
0.01310061888604504	0.00011244950660504029
0.013242399138070583	0.00011244952068434488
0.01338571379393149	0.0001124495350700467
0.013530579459573202	0.00011244954976881379
0.0136770129206575	0.00011244956478745921
0.013825031144507442	0.00011244958013294438
0.013974651282073392	0.00011244959581238212
0.014125890669920324	0.00011244961183304014
0.014278766832236582	0.00011244962820234433
0.014433297482864463	0.0001124496449278821
0.014589500527352684	0.00011244966201740603
0.014747394065031132	0.00011244967947883746
0.014906996391108058	0.00011244969732027007
0.01506832599878991	0.00011244971554997373
0.015231401581424183	0.00011244973417639827
0.015396242034665435	0.00011244975320817742
0.015562866458664688	0.00011244977265413279
0.01573129416028264	0.00011244979252327804
0.015901544655326706	0.00011244981282482292
0.016073637670812338	0.00011244983356817767
0.01624759314724884	0.00011244985476295732
0.016423431240949825	0.00011244987641898618
0.016601172326368804	0.00011244989854630234
0.016780836998459923	0.00011244992115516233
0.016962446075064343	0.000112449944256046
0.017146020599322433	0.00011244996785966121
0.017331581842112007	0.00011244999197694883
0.017519151304513005	0.00011245001661908796
0.01770875072029887	0.00011245004179750088
0.0179004020584548	0.00011245006752385857
0.018094127525723345	0.00011245009381008594
0.018289949569177493	0.00011245012066836747
0.018487890878821616	0.00011245014811115283
0.018687974390220623	0.00011245017615116264
0.018890223287157448	0.00011245020480139434
0.0190946610043194	0.00011245023407512832
0.019301311230013583	0.00011245026398593399
0.019510197908911602	0.00011245029454767603
0.019721345244824124	0.00011245032577452095
0.019934777703505317	0.00011245035768094356
0.020150520015487745	0.00011245039028173371
0.020368597178947925	0.00011245042359200313
0.02058903446260283	0.0001124504576271925
0.020811857408637828	0.00011245049240307849
0.021037091835666266	0.00011245052793578123
0.02126476384172105	0.00011245056424177161
0.021494899807278707	0.00011245060133787912
0.02172752639831602	0.00011245063924129947
0.02196267056939989	0.00011245067796960263
0.022200359566810567	0.00011245071754074104
0.022440620931698657	0.0001124507579730578
0.022683482503276394	0.00011245079928529533
0.022928972422043305	0.00011245084149660397
0.023177119133046913	0.00011245088462655083
0.023427951389178702	0.00011245092869512899
0.023681498254505662	0.00011245097372276658
0.023937789107637997	0.00011245101973033649
0.024196853645133277	0.0001124510667391658
0.0244587218849373	0.00011245111477104591
0.0247234241698624	0.00011245116384824244
0.024990991171103184	0.00011245121399350571
0.025261453891790464	0.00011245126523008115
0.025534843670583646	0.00011245131758172024
0.025811192185301878	0.0001124513710726914
0.02609053145659461	0.00011245142572779132
0.026372893851651886	0.00011245148157235636
0.026658312087954668	0.00011245153863227441
0.02694681923706591	0.00011245159693399687
0.0272384487284625	0.00011245165650455089
0.027533234353408795	0.00011245171737155189
0.02783121026887206	0.00011245177956321644
0.028132411001480177	0.0001124518431083753
0.028436871451522315	0.00011245190803648674
0.028744626896992868	0.0001124519743776503
0.02905571299767906	0.00011245204216262077
0.02937016579929295	0.00011245211142282229
0.029688021737647997	0.0001124521821903631
0.030009317642880912	0.00011245225449805039
0.030334090743719254	0.0001124523283794054
0.030662378671795033	0.00011245240386867915
0.03099421946600517	0.00011245248100086826
0.03132965157691911	0.00011245255981173106
0.03166871387123403	0.0001124526403378044
0.03201144563627843	0.00011245272261642046
0.03235788658456432	0.00011245280668572408
0.032708076858388724	0.00011245289258469047
0.03306205703448505	0.00011245298035314334
0.03341986812872466	0.00011245307003177326
0.03378155160086949	0.00011245316166215669
0.034147149359375926	0.00011245325528677512
0.03451670376625078	0.00011245335094903497
0.03489025764195988	0.00011245344869328747
0.03526785427038959	0.00011245354856484947
0.03564953740386217	0.0001124536506100244
0.03603535126820544	0.00011245375487612362
0.03642534056787716	0.00011245386141148869
0.03681955049114506	0.00011245397026551339
0.03721802671532271	0.00011245408148866703
0.037620815412062254	0.0001124541951325176
0.03802796325270437	0.00011245431124975585
0.03843951741368601	0.00011245442989421963
0.0388555255820068	0.00011245455112091905
0.03927603596075463	0.00011245467498606181
0.03970109727469083	0.00011245480154707943
0.0401307587758961	0.00011245493086265386
0.04056507024947721	0.00011245506299274471
0.04100408201933572	0.00011245519799861709
0.04144784495399906	0.00011245533594287
0.04189641047251462	0.00011245547688946559
0.042349830550407724	0.00011245562090375855
0.04280815772570413	0.0001124557680525267
0.04327144510501751	0.00011245591840400182
0.04373974636970309	0.00011245607202790149
0.044213115782077615	0.00011245622899546133
0.04469160819170679	0.00011245638937946813
0.04517527904176079	0.00011245655325429364
0.04566418437543837	0.00011245672069592913
0.04615838084246078	0.00011245689178202063
0.04665792570563561	0.00011245706659190502
0.047162876847491986	0.00011245724520664688
0.04767329277698749	0.0001124574277090761
0.048189232636287466	0.00011245761418382638
0.04871075620761796	0.00011245780471737455
0.04923792392019278	0.00011245799939808077
0.049770796857215256	0.00011245819831622945
0.05030943676295625	0.0001124584015640713
0.05085390604990826	0.0001124586092358662
0.05140426780601729	0.0001124588214279269
0.051960585801992955	0.00011245903823866385
0.052522924498697485	0.00011245925976863082
0.053091349054614906	0.00011245948612057183
0.05366592533340105	0.00011245971739946862
0.05424671991151507	0.00011245995371258967
0.05483380008593387	0.00011246019516953989
0.05542723388194966	0.00011246044188231167
0.056027090061052165	0.00011246069396533687
0.05663343812889614	0.00011246095153554006
0.057246348343354854	0.00011246121471239277
0.05786589172266101	0.0001124614836179692
0.058492140053635726	0.00011246175837700279
0.05912516590000633	0.00011246203911694432
0.05976504261081457	0.00011246232596802119
0.06041184432891543	0.00011246261906329788
0.061065645999568166	0.0001124629185387379
0.061726523379120345	0.00011246322453326703
0.06239455304378558	0.00011246353718883786
0.06306981239851668	0.00011246385665049594
0.06375237968597441	0.00011246418306644706
0.06444233399559358	0.00011246451658812648
0.06513975527274728	0.00011246485737026906
0.06584472432801	0.00011246520557098154
0.06655732284652133	0.00011246556135181589
0.06727763339745087	0.00011246592487784464
0.06800573944356544	0.00011246629631773767
0.06874172535090015	0.00011246667584384061
0.0694856763985337	0.00011246706363225526
0.07023767878846987	0.00011246745986292139
0.07099781965562585	0.00011246786471970063
0.07176618707792841	0.00011246827839046198
0.07254287008651962	0.00011246870106716944
0.0733279586760731	0.00011246913294597126
0.07412154381522146	0.00011246957422729136
0.07492371745709715	0.00011247002511592273
0.07573457254998694	0.00011247048582112282
0.0765542030481019	0.00011247095655671089
0.0773827039224641	0.00011247143754116786
0.07822017117191074	0.00011247192899773806
0.07906670183421763	0.00011247243115453315
0.07992239399734322	0.00011247294424463869
0.0807873468107937	0.00011247346850622244
0.081661660497112	0.00011247400418264586
0.08254543636349018	0.00011247455152257725
0.08343877681350814	0.00011247511078010781
0.08434178535899935	0.00011247568221487019
0.08525456663204446	0.00011247626609215962
0.08617722639709531	0.00011247686268305764
0.08710987156322997	0.00011247747226455861
0.08805261019654007	0.00011247809511969896
0.08900555153265285	0.00011247873153768937
0.08996880598938803	0.00011247938181404969
0.09094248517955206	0.00011248004625074697
0.09192670192387095	0.00011248072515633654
0.09292157026406257	0.00011248141884610596
0.09392720547605103	0.00011248212764222246
0.09494372408332345	0.00011248285187388335
0.09597124387043178	0.00011248359187746998
0.09700988389664067	0.00011248434799670474
0.09805976450972265	0.00011248512058281204
0.099121007359903	0.00011248590999468223
0.10019373541395565	0.00011248671659903961
0.10127807296945106	0.00011248754077061393
0.10237414566915883	0.00011248838289231562
0.10348208051560587	0.00011248924335541504
0.10460200588579265	0.00011249012255972561
0.10573405154606771	0.00011249102091379087
0.10687834866716416	0.00011249193883507582
0.10803502983939836	0.00011249287675016245
0.1092042290880332	0.00011249383509494955
0.11038608188880807	0.00011249481431485689
0.11158072518363579	0.00011249581486503401
0.11278829739647073	0.00011249683721057352
0.1140089384493478	0.00011249788182672926
0.11524278977859528	0.00011249894919913901
0.11648999435122356	0.00011250003982405249
0.11775069668149007	0.00011250115420856412
0.11902504284764472	0.00011250229287085099
0.12031318050885596	0.00011250345634041617
0.12161525892232011	0.0001125046451583374
0.12293142896055576	0.00011250585987752119
0.12426184312888587	0.00011250710106296262
0.12560665558310805	0.00011250836929201089
0.12696602214735705	0.00011250966515464083
0.12834010033216006	0.00011251098925373025
0.12972904935268745	0.00011251234220534366
0.1311330301472017	0.00011251372463902215
0.13255220539570448	0.00011251513719807972
0.1339867395387871	0.0001125165805399062
0.13543679879668408	0.00011251805533627705
0.13690255118853323	0.00011251956227366976
0.13838416655184446	0.00011252110205358755
0.1398818165621783	0.00011252267539289022
0.14139567475303844	0.00011252428302413217
0.14292591653597905	0.00011252592569590834
0.14447271922092977	0.00011252760417320738
0.14603626203674117	0.00011252931923777314
0.1476167261519512	0.00011253107168847402
0.14921429469577802	0.00011253286234168044
0.15082915277933895	0.00011253469203165109
0.1524614875170995	0.00011253656161092749
0.15411148804855432	0.00011253847195073748
0.15577934556014336	0.00011254042394140789
0.15746525330740388	0.00011254241849278617
0.15916940663736381	0.00011254445653467176
0.16089200301117634	0.0001125465390172568
0.1626332420269999	0.00011254866691157717
0.1643933254431262	0.00011255084120997315
0.16617245720135718	0.00011255306292656084
0.16797084345063645	0.000112555333097714
0.16978869257093582	0.00011255765278255659
0.1716262151974	0.00011256002306346685
0.17348362424475405	0.00011256244504659216
0.1753611349319725	0.00011256491986237587
0.17725896480721787	0.00011256744866609601
0.1791773337730478	0.00011257003263841596
0.181116464111895	0.0001125726729859478
0.1830765805118242	0.00011257537094182812
0.18505791009256564	0.00011257812776630716
0.1870606824318322	0.00011258094474735109
0.18908512959192064	0.0001125838232012581
0.19113148614660078	0.00011258676447328812
0.1931999892082954	0.00011258976993830741
0.19529087845555548	0.00011259284100144722
0.1974043961608306	0.00011259597909877782
0.19954078721854207	0.00011259918569799767
0.2017002991734586	0.0001126024622991385
0.2038831822493795	0.00011260581043528614
0.20608968937812883	0.00011260923167331819
0.20832007622886164	0.00011261272761465825
0.21057460123768926	0.00011261629989604765
0.21285352563762425	0.00011261995019033452
0.21515711348884944	0.00011262368020728142
0.21748563170931545	0.00011262749169439107
0.21983935010566746	0.00011263138643775125
0.22221854140450864	0.00011263536626289914
0.22462348128400092	0.00011263943303570556
0.22705444840580796	0.00011264358866327952
0.22951172444738369	0.00011264783509489377
0.23199559413461113	0.00011265217432293156
0.23450634527479258	0.00011265660838385549
0.23704426878999882	0.00011266113935919874
0.23960965875077817	0.0001126657693765793
0.24220281241023034	0.00011267050061073771
0.24482403023845037	0.0001126753352845989
0.2474736159573427	0.000112680275670359
0.25015187657581467	0.0001126853240905972
0.2528591224253493	0.00011269048291941371
0.2555956671959638	0.00011269575458359437
0.25836182797255747	0.00011270114156380255
0.2611579252716514	0.00011270664639579881
0.2639842830785275	0.00011271227167168949
0.266841228884769	0.0001127180200412044
0.26972909372620674	0.00011272389421300503
0.2726482122212771	0.00011272989695602306
0.2755989226097934	0.00011273603110083099
0.27858156679213864	0.00011274229954104514
0.28159649036888146	0.00011274870523476166
0.2846440426808212	0.00011275525120602706
0.2877245768494658	0.00011276194054634338
0.2908384498179492	0.00011276877641620955
0.29398602239238925	0.0001127757620466993
0.29716765928369515	0.00011278290074107715
0.3003837291498266	0.00011279019587645283
0.3036346046385103	0.00011279765090547558
0.30692066243041966	0.00011280526935806935
0.31024228328281955	0.00011281305484320968
0.3135998520736858	0.00011282101105074355
0.31699375784630096	0.00011282914175325344
0.32042439385433275	0.00011283745080796647
0.3238921576074018	0.00011284594215870992
0.32739745091713923	0.00011285461983791469
0.3309406799437463	0.00011286348796866747
0.33452225524305595	0.00011287255076681306
0.3381425918141041	0.00011288181254310858
0.34180210914721554	0.00011289127770543039
0.34550123127261184	0.00011290095076103558
0.3492403868095419	0.00011291083631887917
0.35302000901594766	0.00011292093909198885
0.3568405358386656	0.00011293126389989869
0.3607024099641714	0.0001129418156711433
0.364606078869876	0.00011295259944581427
0.3685519948759725	0.00011296362037818092
0.3725406151978485	0.00011297488373937608
0.3765724019990632	0.00011298639492015014
0.38064782244489864	0.00011299815943369416
0.3847673487564914	0.0001130101829185346
0.3889314582655471	0.00011302247114150124
0.39314063346965056	0.00011303503000077086
0.3973953620881727	0.00011304786552898831
0.4016961371187825	0.00011306098389646768
0.40604345689457216	0.00011307439141447543
0.4104378251417973	0.00011308809453859805
0.4148797510382453	0.00011310209987219679
0.4193697492722336	0.00011311641416995184
0.4239083401022471	0.00011313104434149833
0.4284960494172201	0.00011314599745515762
0.4331334087974732	0.00011316128074176562
0.4378209555763053	0.00011317690159860194
0.44255923290225624	0.00011319286759342237
0.44734878980204135	0.00011320918646859777
0.452190181244167	0.00011322586614536283
0.457083968203237	0.00011324291472817784
0.46203071772495014	0.00011326034050920674
0.467031002991806	0.00011327815197291538
0.47208540338951954	0.00011329635780079325
0.47719450457415413	0.00011331496687620277
0.4823588985399839	0.00011333398828935985
0.4875791836880856	0.00011335343134245002
0.4928559648956774	0.00011337330555488421
0.498189853586206	0.00011339362066869839
0.5035814678001919	0.0001134143866541022
0.5090314322668446	0.00011343561371518051
0.5145403784764463	0.00011345731229575318
0.5201089447535263	0.00011347949308539835
0.5257377763308225	0.00011350216702564375
0.5314275254240453	0.00011352534531633252
0.5371788513074494	0.00011354903942216794
0.5429924203902268	0.00011357326107944413
0.5488689062937203	0.00011359802230296803
0.5548089899294789	0.00011362333539317923
0.5608133595781547	0.00011364921294347455
0.5668827109692536	0.00011367566784774332
0.5730177473617524	0.00011370271330812165
0.5792191796255821	0.00011373036284297193
0.5854877263239995	0.00011375863029509596
0.5918241137968464	0.0001137875298401896
0.5982290762447109	0.0001138170759955466
0.6047033558140013	0.00011384728362902136
0.6112477026829363	0.00011387816796825848
0.6178628751484703	0.00011390974461019904
0.6245496397141572	0.00011394202953087337
0.631308771178966	0.00011397503909549013
0.6381410527270556	0.00011400879006883243
0.6450472760185264	0.00011404329962597202
0.6520282412811458	0.00011407858536331284
0.6590847574030737	0.000114114665309976
0.6662176420265887	0.00011415155793953859
0.6734277216428273	0.00011418928218213917
0.6807158316875528	0.00011422785743696381
0.6880828166379541	0.0001142673035851264
0.6955295301104979	0.00011430764100295798
0.7030568349598372	0.00011434889057572097
0.7106656033787899	0.00011439107371176371
0.7183567169994035	0.00011443421235713242
0.7261310669951053	0.00011447832901065792
0.7339895541839668	0.00011452344673953573
0.7419330891330804	0.00011456958919541814
0.7499625922640675	0.00011461678063103873
0.7580789939597303	0.00011466504591738997
0.7662832346718519	0.00011471441056147575
0.7745762650301695	0.00011476490072466185
0.7829590459525244	0.00011481654324164833
0.791432548756203	0.00011486936564008844
0.7999977552704834	0.000114923396160881
0.8086556579504047	0.00011497866377916305
0.8174072599917569	0.00011503519822603208
0.8262535754473258	0.00011509303001102758
0.8351956293443912	0.00011515219044540384
0.8442344578034957	0.00011521271166622711
0.8533711081585051	0.0001152746266613318
0.8626066390779573	0.00011533796929517223
0.8719421206877348	0.00011540277433560835
0.88137863469506	0.00011546907748166559
0.8909172745138316	0.00011553691539231116
0.9005591453913236	0.00011560632571629088
0.9103053645362448	0.00011567734712307361
0.9201570612481941	0.00011575001933495209
0.9301153770485123	0.00011582438316035138
0.9401814658125509	0.00011590048052840001
0.9503564939033708	0.00011597835452482
0.9606416403068937	0.00011605804942919632
0.9710380967685057	0.00011613961075368881
0.9815470679311501	0.00011622308528325344
0.9921697714749077	0.00011630852111744265
1.0029074382580905	0.0001163959677138594
1.0137613124598648	0.00011648547593334222
1.0247326517244097	0.00011657709808696422
1.0358227273066443	0.0001166708879849323
1.047032824219528	0.00011676690098747906
1.0583642413829548	0.0001168651940578431
1.0698182917742638	0.000116965825817441
1.0813963025803686	0.00011706885660333857
1.0930996153515424	0.00011717434852813558
1.1049295861568647	0.00011728236554238524
1.1168875857413465	0.00011739297349967579
1.128974999684766	0.0001175062402245101
1.1411932285622084	0.00011762223558312616
1.1535436881063557	0.0001177410315574107
1.1660278093715277	0.0001178627023220668
1.1786470388994996	0.00011798732432520589
1.191402838887111	0.00011811497637254574
1.2042966873556968	0.0001182457397154062
1.21733007832234	0.00011837969814270669
1.230504521972988	0.00011851693807718249
1.2438215448374372	0.00011865754867604982
1.257282689966213	0.00011880162193636473
1.2708895171093675	0.00011894925280533645
1.2846436028972017	0.00011910053929587214
1.2985465410229555	0.00011925558260764855
1.312599942427468	0.00011941448725402499
1.3268054354858376	0.00011957736119513292
1.3411646661961076	0.00011974431597749963
1.3556792983699804	0.00011991546688058758
1.3703510138256103	0.00012009093307065664
1.3851815125824751	0.00012027083776238435
1.4001725130583569	0.00012045530838870946
1.415325752268461	0.00012064447677939528
1.4306429860266778	0.0001208384793488461
1.4461259891490341	0.00012103745729374515
1.4617765556593414	0.0001212415568011257
1.47759649899707	0.00012145092926752825
1.4935876522274718	0.00012166573152994673
1.5097518682539848	0.00012188612610931623
1.5260910200329203	0.0001221122814673513
1.5426070007904908	0.0001223443722776045
1.5593017242421756	0.00012258257971167963
1.5761771248144638	0.0001228270917416063
1.5932351578690038	0.00012307810345945895
1.6104777999291617	0.00012333581741538814
1.6279070489090495	0.00012360044397532333
1.6455249243450212	0.00012387220169970598
1.6633334676296778	0.00012415131774472146
1.6813347422484106	0.00012443802828761513
1.6995308340184874	0.00012473257897780993
1.7179238513307453	0.00012503522541568247
1.7365159253938884	0.00012534623366101106
1.7553092104814327	0.00012566588077327846
1.7743058841813208	0.00012599445538619803
1.7935081476482473	0.00012633225831903662
1.812918225858697	0.00012667960322753174
1.8325383678687621	0.00012703681729744727
1.8523708470747382	0.0001274042419840835
1.8724179614765435	0.00012778223380135607
1.892682033943996	0.00012817116516438895
1.9131654124859547	0.00012857142528993
1.933870470522392	0.00012898342115930114
1.954799607159401	0.00012940757854904066
1.9759552474671798	0.00012984434313488793
1.9973398427610334	0.0001302941816753112
2.0189558708853967	0.00013075758328138308
2.040805836500952	0.0001312350607804909
2.0628922713748428	0.00013172715218211724
2.08521773467403	0.0001322344222547695
2.1077848132618313	0.00013275746422407466
2.13059612199765	0.0001332969016031038
2.153654304039969	0.00013385339016716796
2.176962031152612	0.00013442762008664098
2.2005220040143243	0.00013502031823284867
2.224336952531696	0.0001356322506737251
2.24840963615549	0.00013626422537781397
2.2727428442003674	0.00013691709514730853
2.297339396168093	0.00013759176080321806
2.322202142074233	0.00013828917464845622
2.3473339627783845	0.00013901034423772222
2.372737770317992	0.00013975633648653912
2.3984165082457514	0.00014052828215579095
2.424373151970692	0.00014132738075264112
2.4506107091029357	0.00014215490589390185
2.477132219802188	0.0001430122111838706
2.503940757130013	0.00014390073666547304
2.531039427405894	0.00014482201591140554
