# m4 [GeV]	90%CL CNH/Lambda^2 [GeV^-2] from Upsilon decay. Assuming Majorana neutrinos.
0.001	0.00011244886340994061
0.001010822408716627	0.00011244886349197418
0.0010217619419636836	0.00011244886357579297
0.001032819867310708	0.00011244886366143584
0.0010439974660453968	0.00011244886374894247
0.001055296033322063	0.00011244886383835338
0.0010667168783117095	0.00011244886392971007
0.0010782613243537232	0.00011244886402305486
0.0010899307091092095	0.000112448864118431
0.0011017263847159925	0.00011244886421588273
0.0011136497179452807	0.00011244886431545518
0.0011257020903600408	0.00011244886441719454
0.0011378848984750784	0.00011244886452114794
0.0011501995539188532	0.00011244886462736354
0.0011626474835970439	0.00011244886473589063
0.001175230129857889	0.00011244886484677948
0.0011879489506593055	0.00011244886496008147
0.0012008054197378286	0.00011244886507584912
0.0012138010267793722	0.00011244886519413612
0.0012269372775918386	0.0001124488653149973
0.0012402156942796032	0.00011244886543848862
0.0012536378154198722	0.00011244886556466736
0.0012672051962409655	0.000112448865693592
0.0012809194088025187	0.00011244886582532229
0.0012947820421776383	0.00011244886595991927
0.0013087947026370335	0.00011244886609744537
0.0013229590138351278	0.00011244886623796426
0.0013372766169981972	0.00011244886638154115
0.0013517491711145398	0.00011244886652824254
0.0013663783531267016	0.00011244886667813645
0.0013811658581257904	0.00011244886683129234
0.0013961133995478785	0.0001124488669877812
0.0014112227093725453	0.00011244886714767554
0.0014264955383235605	0.00011244886731104954
0.0014419336560717428	0.00011244886747797883
0.0014575388514400098	0.00011244886764854087
0.0014733129326106567	0.00011244886782281463
0.0014892577273348615	0.00011244886800088093
0.0015053750831444741	0.00011244886818282232
0.00152166686756609	0.00011244886836872311
0.001538134968337438	0.00011244886855866944
0.0015547812936261218	0.00011244886875274936
0.0015716077722507096	0.0001124488689510529
0.0015886163539042344	0.00011244886915367186
0.0016058090093801036	0.00011244886936070021
0.001623187730800457	0.00011244886957223391
0.0016407545318469921	0.000112448869788371
0.001658511447994298	0.00011244887000921162
0.0016764605367456972	0.00011244887023485819
0.0016946038778716547	0.00011244887046541526
0.001712943573650761	0.0001124488707009897
0.001731481749113329	0.00011244887094169072
0.0017502205522876137	0.00011244887118762984
0.0017691621544487109	0.00011244887143892108
0.001788308750370143	0.0001124488716956809
0.001807662558578169	0.00011244887195802833
0.0018272258216088437	0.00011244887222608496
0.001847000806267869	0.000112448872499975
0.0018669898038932394	0.0001124488727798254
0.0018871951306207472	0.00011244887306576593
0.001907619127652353	0.00011244887335792906
0.0019282641615274603	0.00011244887365645022
0.0019491326243971344	0.0001124488739614678
0.0019702269343012716	0.00011244887427312317
0.001991549535448787	0.00011244887459156076
0.0020131028985008225	0.00011244887491692818
0.0020348895208570244	0.00011244887524937622
0.002056911926944918	0.00011244887558905896
0.002079172668512421	0.00011244887593613388
0.002101674324923502	0.00011244887629076181
0.0021244195034570653	0.00011244887665310717
0.002147410839609049	0.00011244887702333783
0.0021706509973978133	0.00011244887740162545
0.0021941426696728064	0.00011244887778814533
0.0022178885784265964	0.00011244887818307665
0.0022418914751102677	0.00011244887858660246
0.0022661541409522328	0.00011244887899890978
0.002290679387280492	0.00011244887942018967
0.002315470055848394	0.00011244887985063746
0.002340529019163896	0.00011244888029045264
0.002365859180822414	0.00011244888073983906
0.0023914634758432584	0.00011244888119900498
0.0024173448710097167	0.00011244888166816327
0.002443506365212826	0.00011244888214753134
0.0024699509897988386	0.0001124488826373314
0.002496681808920479	0.00011244888313779047
0.002523701919891984	0.00011244888364914052
0.0025510144535479907	0.00011244888417161855
0.0025786225746063074	0.0001124488847054667
0.0026065294820346177	0.00011244888525093243
0.002634738409421134	0.00011244888580826855
0.002663252625349285	0.00011244888637773341
0.002692075433776445	0.00011244888695959096
0.0027212101744167614	0.00011244888755411082
0.0027506602231281434	0.00011244888816156861
0.0027804289923034045	0.0001124488887822459
0.002810519931265671	0.00011244888941643032
0.0028409365266680543	0.00011244889006441581
0.0028716823028976475	0.00011244889072650276
0.0029027608224839103	0.00011244889140299801
0.0029341756865114434	0.00011244889209421514
0.0029659305350372596	0.00011244889280047448
0.002998029047512557	0.00011244889352210341
0.0030304749432090543	0.0001124488942594364
0.0030632719816499595	0.0001124488950128152
0.003096423963045567	0.000112448895782589
0.003129934728733604	0.0001124488965691146
0.003163808161624324	0.00011244889737275653
0.0031980481866504223	0.00011244889819388726
0.0032326587712218175	0.0001124488990328874
0.0032676439256853693	0.00011244889989014586
0.0033030077037895394	0.00011244890076605992
0.0033387542031541174	0.00011244890166103561
0.003374887565745004	0.00011244890257548769
0.0034114119783541586	0.0001124489035098401
0.003448331673084704	0.0001124489044645258
0.0034856509278413167	0.00011244890543998735
0.003523374066825905	0.00011244890643667686
0.003561505461038659	0.0001124489074550563
0.0036000495287845185	0.00011244890849559766
0.003639010736185121	0.00011244890955878325
0.00367839359769631	0.00011244891064510584
0.003718202676631203	0.00011244891175506895
0.003758442585688962	0.00011244891288918707
0.0037991179874892604	0.00011244891404798578
0.0038402335951125584	0.00011244891523200225
0.003881794172646188	0.00011244891644178524
0.003923804535736386	0.0001124489176778955
0.00396626955214628	0.00011244891894090596
0.0040091941423199195	0.000112448920231402
0.004052583279952408	0.00011244892154998178
0.004096441992566221	0.00011244892289725644
0.004140775362093727	0.00011244892427385048
0.004185588525466044	0.0001124489256804019
0.004230886675208257	0.00011244892711756266
0.004276675060041092	0.00011244892858599887
0.004322958985489061	0.00011244893008639116
0.004369743814495239	0.00011244893161943494
0.004417034968042658	0.00011244893318584077
0.00446483792578245	0.0001124489347863347
0.004513158226668764	0.00011244893642165854
0.004562001469600576	0.00011244893809257024
0.004611373314070446	0.00011244893979984429
0.004661279480820263	0.00011244894154427202
0.004711725752504127	0.00011244894332666195
0.0047627179743583775	0.0001124489451478402
0.00481426205487891	0.0001124489470086509
0.004866363966505758	0.00011244894890995656
0.004919029746315149	0.00011244895085263834
0.004972265496719017	0.00011244895283759677
0.005026077386172092	0.00011244895486575183
0.005080471649886642	0.00011244895693804355
0.005135454590554946	0.00011244895905543246
0.005191032579079611	0.00011244896121889999
0.0052472120553117355	0.00011244896342944885
0.005303999528797131	0.00011244896568810364
0.005361401579530565	0.0001124489679959113
0.0054194248587182145	0.00011244897035394141
0.005478076089548311	0.00011244897276328697
0.005537362067970184	0.00011244897522506466
0.005597289663481704	0.00011244897774041559
0.005657865819925254	0.00011244898031050555
0.005719097556292313	0.00011244898293652581
0.00578099196753677	0.00011244898561969352
0.005843556225396991	0.00011244898836125232
0.005906797579226827	0.0001124489911624729
0.005970723356835596	0.00011244899402465368
0.006035340965337182	0.00011244899694912126
0.006100657892008262	0.00011244899993723108
0.006166681705155891	0.00011244900299036819
0.006233420054994434	0.00011244900610994768
0.006300880674532003	0.00011244900929741549
0.006369071380466484	0.000112449012554249
0.006438000074091258	0.00011244901588195777
0.0065076747422107475	0.00011244901928208417
0.006578103458065822	0.00011244902275620418
0.0066492943822692675	0.00011244902630592804
0.00672125576375135	0.00011244902993290107
0.006793995940715652	0.00011244903363880435
0.006867523341605181	0.00011244903742535557
