# m4 [GeV]	d_gamma [1/GeV] at 90%CL from DONUT data. Computed by Manu with the cross-section
0.0001	0.00005777917471806741
0.00010232929922807543	0.00005777917485724482
0.00010471285480508996	0.00005777917500298145
0.00010715193052376066	0.00005777917515558644
0.00010964781961431851	0.00005777917531538351
0.00011220184543019636	0.00005777917548271158
0.0001148153621496883	0.000057779175657925594
0.00011748975549395293	0.0000577791758413972
0.00012022644346174128	0.00005777917603351557
0.00012302687708123816	0.00005777917623468821
0.00012589254117941674	0.000057779176445341814
0.0001288249551693134	0.00005777917666592324
0.0001318256738556407	0.00005777917689690035
0.00013489628825916536	0.00005777917713876311
0.0001380384264602885	0.00005777917739202451
0.00014125375446227546	0.00005777917765722175
0.00014454397707459277	0.00005777917793491735
0.00014791083881682076	0.00005777917822570039
0.00015135612484362083	0.00005777917853018759
0.0001548816618912481	0.000057779178849024854
0.00015848931924611134	0.00005777917918288848
0.00016218100973589298	0.00005777917953248661
0.00016595869074375604	0.000057779179898560814
0.00016982436524617443	0.00005777918028188759
0.00017378008287493755	0.00005777918068327998
0.0001778279410038923	0.00005777918110358945
0.00018197008586099837	0.000057779181543707513
0.00018620871366628676	0.000057779182004567705
0.00019054607179632473	0.000057779182487147576
0.00019498445997580456	0.00005777918299247078
0.00019952623149688798	0.00005777918352160913
0.00020417379446695298	0.000057779184075685044
0.00020892961308540393	0.00005777918465587376
0.0002137962089502232	0.00005777918526340594
0.00021877616239495524	0.00005777918589957026
0.00022387211385683394	0.00005777918656571608
0.0002290867652767773	0.00005777918726325643
0.0002344228815319922	0.000057779187993670866
0.00023988329190194904	0.000057779188758508705
0.00024547089156850307	0.00005777918955939227
0.000251188643150958	0.00005777919039802033
0.0002570395782768864	0.00005777919127617174
0.0002630267991895382	0.000057779192195709194
0.0002691534803926916	0.00005777919315858316
0.0002754228703338166	0.00005777919416683599
0.0002818382931264454	0.00005777919522260635
0.00028840315031266055	0.00005777919632813367
0.0002951209226666385	0.000057779197485762935
0.0003019951720402016	0.000057779198697949645
0.00030902954325135904	0.000057779199967265
0.00031622776601683794	0.00005777920129640138
0.00032359365692962827	0.00005777920268817811
0.0003311311214825911	0.00005777920414554728
0.00033884415613920257	0.00005777920567160021
0.00034673685045253164	0.00005777920726957388
0.0003548133892335755	0.00005777920894285781
0.00036307805477010135	0.00005777921069500124
0.0003715352290971726	0.000057779212529720734
0.0003801893963205612	0.00005777921445090796
0.0003890451449942806	0.00005777921646263809
0.0003981071705534972	0.00005777921856917822
0.00040738027780411277	0.00005777922077499664
0.00041686938347033545	0.0000577792230847722
0.0004265795188015927	0.00005777922550340426
0.000436515832240166	0.00005777922803602308
0.00044668359215096316	0.0000577792306880007
0.00045708818961487504	0.00005777923346496234
0.0004677351412871982	0.000057779236372798325
0.0004786300923226383	0.000057779239417676606
0.0004897788193684462	0.000057779242606055786
0.0005011872336272722	0.00005777924594469888
0.0005128613839913648	0.000057779249440687625
0.0005248074602497725	0.00005777925310143751
0.0005370317963702527	0.000057779256934713526
0.0005495408738576246	0.00005777926094864662
0.0005623413251903491	0.00005777926515175087
0.000575439937337157	0.00005777926955294172
0.0005888436553555889	0.00005777927416155473
0.0006025595860743578	0.00005777927898736544
0.0006165950018614822	0.00005777928404061011
0.0006309573444801933	0.000057779289332007406
0.0006456542290346556	0.000057779294872781185
0.000660693448007596	0.000057779300674684224
0.0006760829753919818	0.000057779306750023254
0.0006918309709189366	0.00005777931311168499
0.0007079457843841379	0.00005777931977316343
0.00072443596007499	0.00005777932674858865
0.0007413102413009175	0.000057779334052756563
0.0007585775750291837	0.0000577793417011604
0.0007762471166286917	0.00005777934971002366
0.0007943282347242815	0.00005777935809633435
0.0008128305161640993	0.000057779366877881153
0.000831763771102671	0.00005777937607329116
0.0008511380382023765	0.00005777938570206923
0.0008709635899560807	0.00005777939578463958
0.0008912509381337456	0.000057779406342388973
0.0009120108393559097	0.0000577794173977121
0.000933254300796991	0.00005777942897405909
0.000954992586021436	0.00005777944109598531
0.0009772372209558107	0.00005777945378920339
0.001	0.00005777946708063777
0.0010232929922807542	0.000057779480998481845
0.0010471285480508996	0.00005777949557225777
0.0010715193052376066	0.00005777951083287901
0.0010964781961431851	0.00005777952681271605
0.0011220184543019637	0.000057779543545664936
0.0011481536214968829	0.000057779561067219286
0.0011748975549395293	0.00005777957941454544
0.0012022644346174128	0.00005777959862656149
0.0012302687708123814	0.00005777961874401969
0.0012589254117941673	0.00005777963980959295
0.0012882495516931339	0.00005777966186796538
0.001318256738556407	0.00005777968496592707
0.0013489628825916536	0.00005777970915247332
0.0013803842646028849	0.00005777973447890867
0.0014125375446227546	0.00005777976099895555
0.0014454397707459278	0.00005777978876886852
0.0014791083881682077	0.00005777981784755334
0.0015135612484362083	0.000057779848296692104
0.0015488166189124811	0.00005777988018087405
0.0015848931924611134	0.000057779913567732555
0.0016218100973589297	0.00005777994852808867
0.0016595869074375604	0.000057779985136101286
0.0016982436524617442	0.00005778002346942461
0.0017378008287493754	0.00005778006360937274
0.001778279410038923	0.00005778010564109227
0.0018197008586099837	0.000057780149653742956
0.0018620871366628676	0.000057780195740686794
0.0019054607179632475	0.00005778024399968618
0.0019498445997580456	0.00005778029453311129
0.00199526231496888	0.000057780347448157274
0.0020417379446695297	0.000057780402857071676
0.0020892961308540394	0.00005778046087739268
0.0021379620895022318	0.00005778052163219832
0.0021877616239495525	0.00005778058525036781
0.0022387211385683395	0.00005778065186685491
0.002290867652767773	0.00005778072162297428
0.002344228815319922	0.00005778079466670133
0.0023988329190194903	0.00005778087115298624
0.0024547089156850307	0.00005778095124408273
0.0025118864315095803	0.00005778103510989234
0.002570395782768864	0.00005778112292832502
0.002630267991895382	0.00005778121488567661
0.002691534803926916	0.00005778131117702423
0.0027542287033381664	0.000057781412006640225
0.002818382931264454	0.000057781517588425666
0.0028840315031266055	0.00005778162814636434
0.0029512092266663855	0.000057781743914998085
0.003019951720402016	0.000057781865139924606
0.0030902954325135908	0.00005778199207831864
0.0031622776601683794	0.00005778212499947796
0.003235936569296283	0.0000577822641853948
0.0033113112148259113	0.000057782409931354564
0.0033884415613920256	0.000057782562546562525
0.0034673685045253162	0.0000577827223548002
0.003548133892335755	0.00005778288969511274
0.0036307805477010136	0.00005778306492252863
0.0037153522909717258	0.000057783248408813436
0.0038018939632056123	0.00005778344054325913
0.003890451449942806	0.00005778364173351052
0.003981071705534972	0.000057783852406430894
0.004073802778041128	0.00005778407300900839
0.004168693834703354	0.00005778430400930507
0.004265795188015927	0.000057784545897451023
0.00436515832240166	0.00005778479918668521
0.004466835921509631	0.000057785064414445366
0.00457088189614875	0.0000577853421435097
0.004677351412871982	0.000057785632963192144
0.004786300923226384	0.00005778593749059423
0.004897788193684462	0.00005778625637191599
0.005011872336272723	0.0000577865902838289
0.005128613839913649	0.00005778693993491356
0.0052480746024977255	0.000057787306067165225
0.005370317963702527	0.000057787689457570734
0.0054954087385762455	0.000057788090919759626
0.005623413251903491	0.00005778851130573347
0.005754399373371569	0.00005778895150767689
0.005888436553555889	0.00005778941245985415
0.006025595860743578	0.00005778989514059545
0.006165950018614822	0.0000577904005743771
0.006309573444801933	0.00005779092983400007
0.006456542290346555	0.000057791484042871556
0.00660693448007596	0.00005779206437739454
0.0067608297539198175	0.00005779267206947026
0.006918309709189365	0.000057793308409119275
0.0070794578438413795	0.00005779397474722642
0.0072443596007499	0.00005779467249841583
0.007413102413009175	0.00005779540314406195
0.007585775750291838	0.00005779616823544332
0.007762471166286917	0.00005779696939704554
0.007943282347242816	0.000057797808330020895
0.008128305161640993	0.0000577986868158119
0.008317637711026709	0.000057799606719946514
0.008511380382023764	0.00005780056999601343
0.008709635899560806	0.000057801578689825915
0.008912509381337455	0.00005780263494378303
0.009120108393559099	0.00005780374100143809
0.00933254300796991	0.00005780489921228379
0.00954992586021436	0.00005780611203676468
0.009772372209558107	0.000057807382051527734
0.01	0.00005780871195492251
0.010232929922807542	0.00005781010457276269
0.010471285480508997	0.000057811562864361795
0.010715193052376067	0.00005781308992885603
0.01096478196143185	0.000057814689011828074
0.011220184543019637	0.0000578163635122464
0.01148153621496883	0.00005781811698973525
0.011748975549395295	0.00005781995317219127
0.01202264434617413	0.000057821875963763135
0.012302687708123816	0.00005782388945321248
0.012589254117941673	0.0000578259979226737
0.012882495516931339	0.00005782820585683245
0.013182567385564071	0.000057830517952543126
0.013489628825916537	0.000057832939128906177
0.01380384264602885	0.00005783547453782817
0.014125375446227545	0.000057838129575087657
0.014454397707459278	0.000057840909891931645
0.014791083881682078	0.0000578438214072286
0.015135612484362083	0.00005784687032020488
0.01548816618912481	0.000057850063123793705
0.015848931924611134	0.000057853406618625885
0.0162181009735893	0.00005785690792769472
0.016595869074375606	0.00005786057451172731
0.016982436524617443	0.00005786441418529787
0.017378008287493755	0.00005786843513371911
0.01778279410038923	0.0000578726459307504
0.018197008586099836	0.00005787705555716336
0.018620871366628676	0.00005788167342020695
0.019054607179632477	0.00005788650937401747
0.019498445997580455	0.000057891573741020146
0.0199526231496888	0.00005789687733437203
0.020417379446695298	0.000057902431481498604
0.020892961308540393	0.00005790824804877866
0.021379620895022322	0.000057914339467435934
0.021877616239495523	0.000057920718760697825
0.022387211385683396	0.00005792739957228579
0.02290867652767773	0.00005793439619630532
0.023442288153199223	0.000057941723608606296
0.023988329190194904	0.00005794939749968942
